p_id,first_name,height_feet,height_inches,last_name,position,weight_pounds,id,abbreviation,city,conference,division,full_name,name 
4196903,Chinemelu,,,Elonu,F,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4196904,Henk,,,Norel,F,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
4196907,Latavious,,,Williams,F,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
50,Antonio,6.0,4.0,Blakeney,G,192.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2219,Milton,,,Doyle,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
2223,Ben,6.0,8.0,Moore,,220.0,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
225,Ersan,6.0,10.0,Ilyasova,F,235.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
17553938,Jordan,,,Floyd,G,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
2213,London,,,Perrantes,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
17553939,Alan,,,Griffin,F,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
17895791,Terry,,,Henderson,G,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
17553940,Tyson,,,Carter,G,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
327,Jaylen,6.0,5.0,Morris,G,185.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
17895793,Cullen,,,Russo,F,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
50815,BJ,,,Johnson,F,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
4196920,Paulao,,,Prestes,C,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
4196921,Dwayne,,,Collins,F,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4196923,Chukwudiebere,,,Maduabum,F,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
17951082,Trey,,,Murphy,,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
4196942,MIlan,,,Macvan,F,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4196944,Adam,,,Hanga,G-F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
365,Patrick,6.0,9.0,Patterson,F,230.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4196945,Jon,,,Diebler,G,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4196966,Ilkan,,,Karaman,F,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
404,Ricky,6.0,4.0,Rubio,G,190.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
153,Derrick,6.0,10.0,Favors,F-C,265.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
455,Jonas,7.0,0.0,Valanciunas,C,265.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
148,Jacob,6.0,6.0,Evans,G,210.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
17553941,Micah,,,Potter,F-C,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
17553944,Matt,,,Coleman,G,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
9177971,Devin,,,Cannady,G,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17553942,Dru,,,Smith,G,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
17553943,Alex,,,Antetokounmpo,F,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4197066,Cady,,,Lalanne,C-F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4197068,Nikola,,,Milutinov,C-F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4197069,Arturas,,,Gudaitis,C-F,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
146,James,6.0,7.0,Ennis III,F,210.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4197071,Juan Pablo,,,Vaulet,F,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
4197072,Marcus,,,Eriksson,F,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
451,Evan,6.0,7.0,Turner,G-F,220.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
2188,Jarrod,,,Uthoff,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
4197073,Tyler,,,Harvey,G,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
4197074,Satnam,,,Singh,C,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
4197075,Daniel,,,Diez,F,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
387,Julius,6.0,9.0,Randle,F,250.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
145,Joel,7.0,0.0,Embiid,F-C,250.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
405,D'Angelo,6.0,5.0,Russell,G,198.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
403,Terry,6.0,1.0,Rozier,G,190.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
17553971,Marcus,,,Graves,G,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
380,Norman,6.0,4.0,Powell,F-G,215.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
151,Dante,6.0,6.0,Exum,G,190.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
406,Domantas,6.0,11.0,Sabonis,F,240.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
227,Brandon,6.0,9.0,Ingram,F,190.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
373,Jakob,7.0,0.0,Poeltl,C,230.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
17553968,Joshua,,,Obiesie,G,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
383,Taurean,6.0,8.0,Prince,F,220.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
456,Denzel,6.0,6.0,Valentine,G,210.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
2189,Gary,,,Payton II,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4197076,Nikola,,,Radicevic,G,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
4197077,Dimitrios,,,Agravanis,F,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4197078,Luka,,,Mitrovic,F,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4197105,Petr,,,Cornelie,F,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
234,Josh,6.0,8.0,Jackson,F,200.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
4197110,Isaia,,,Cordinier,G,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
4197111,David,,,Michineau,G,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
4197112,Wang,,,Zhelin,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
229,Jonathan,6.0,10.0,Isaac,F,210.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17553972,Ryan,,,Taylor,G,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
17553973,Kendall,,,Smith,G,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
233,Frank,6.0,3.0,Jackson,G,205.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
666726,Mathias,,,Lessort,F,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
17553977,Yoeli,,,Childs,F,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
4197162,Aleksandar,,,Vezenkov,F,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
4197165,Ognen,,,Jaramaz,G,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
4197166,Alpha,,,Kaba,F,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
666871,Justin,,,Robinson,G,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
17553980,Princepal,,,Singh,F,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
9338307,Malik,,,Fitts,F,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
17553981,Kahlil,,,Whitney,F,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
17553982,Tres,,,Tinkle,F,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
17553985,Romaro,,,Gill,C,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
230,Wes,6.0,7.0,Iwundu,F,195.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
235,Justin,6.0,8.0,Jackson,F,210.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
17553986,Ade,,,Murkey,G,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
17553987,Zavier,,,Simpson,G,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
17553989,Elijah,,,Pemberton,G,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
17957861,JT,,,Thor,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
4197230,Issuf,,,Sanon,G,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2226,Erik,,,McCree,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
29,J.J.,6.0,0.0,Barea,G,185.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
17895796,Vitto,,,Brown,F,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
666758,Tahjere,,,McCall,G,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17895798,Jared,,,Brownridge,G,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
300,Yante,6.0,8.0,Maten,F,240.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1986689,Malik,,,Newman,G,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
17895815,Quinton,,,Rose,G-F,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
17895818,Matur,,,Maker,F,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
17895819,LiAngelo,,,Ball,F,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
17895821,D.J.,,,Hogg,F,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17896121,Josh,,,Gray,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
176,Rudy,7.0,1.0,Gobert,C,245.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
168,Langston,6.0,2.0,Galloway,G,200.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
182,Jerami,6.0,9.0,Grant,F,220.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
177,Aaron,6.0,9.0,Gordon,F,220.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
158,Dorian,6.0,8.0,Finney-Smith,F,220.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
159,Bryn,6.0,3.0,Forbes,G,190.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
171,Rudy,6.0,8.0,Gay,F,230.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
188,Jeff,6.0,9.0,Green,F,235.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
256,George,6.0,6.0,King,F,220.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
156,Terrance,6.0,7.0,Ferguson,G,190.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
154,Cristiano,6.0,10.0,Felicio,F-C,265.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
157,Yogi,6.0,0.0,Ferrell,G,180.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
666467,Amida,,,Brimah,C,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
167,Danilo,6.0,10.0,Gallinari,F,225.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
178,Eric,6.0,4.0,Gordon,G,215.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
189,Blake,6.0,10.0,Griffin,F,250.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
173,Taj,6.0,9.0,Gibson,F,232.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
184,Danny,6.0,6.0,Green,G-F,215.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
169,Marc,7.0,1.0,Gasol,C,255.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
172,Paul,6.0,9.0,George,F,220.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
30,Harrison,6.0,8.0,Barnes,F,225.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
181,Treveon,6.0,5.0,Graham,F,225.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
183,Jerian,6.0,4.0,Grant,G,205.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
160,Evan,6.0,7.0,Fournier,G-F,205.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
185,Draymond,6.0,7.0,Green,F,230.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
31,Will,6.0,6.0,Barton,G,190.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
187,JaMychal,6.0,9.0,Green,F,227.0,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
4197231,Vanja,,,Marinkovic,G-F,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
18030330,Kerry,,,Blackshear Jr.,C,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
666607,Marko,,,Guduric,G,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
2225,Josh,,,Gray,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
666610,Devon,,,Hall,G,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
666611,Donta,,,Hall,F,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
45,Patrick,6.0,1.0,Beverley,G,185.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
51,Eric,6.0,1.0,Bledsoe,G,205.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
49,Nemanja,6.0,10.0,Bjelica,F,234.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
54,Bojan,6.0,8.0,Bogdanovic,F,216.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
44,Davis,6.0,10.0,Bertans,F,225.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
48,Bismack,6.0,9.0,Biyombo,C,255.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
17895721,Juwan,,,Durham,F,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
17895722,Max,,,Heidegger,G,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
17895723,Justin,,,Jaworski,G,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
17895724,Ibi,,,Watson,G,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
17895725,Jaime,,,Echenique,C,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1280857,Kevin,,,Hervey,F,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
208,Mario,6.0,8.0,Hezonja,F,225.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
348,James,,,Nunnally,F,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
212,Solomon,6.0,7.0,Hill,F,225.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
666630,Dewan,,,Hernandez,C,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
46,Khem,6.0,9.0,Birch,C,233.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
53,Bogdan,6.0,6.0,Bogdanovic,G,205.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
207,Willy,6.0,11.0,Hernangomez,C,240.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
210,Buddy,6.0,4.0,Hield,G,214.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
42,DeAndre',6.0,6.0,Bembry,F,210.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
17553990,Isaiah,,,Brown,F,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
206,Juancho,6.0,9.0,Hernangomez,F,230.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
666442,Goga,,,Bitadze,C,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
3547164,CJ,,,Elleby,F-G,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
666849,Kevin,,,Porter Jr.,G,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
17895854,Charles,,,Bassey,G,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
17895858,Quentin,,,Grimes,G,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
41,Jordan,6.0,9.0,Bell,F,224.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
666679,Cameron,,,Johnson,F,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
666831,Eric,,,Paschall,F,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
666848,Jordan,,,Poole,G,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
17553967,Neemias,,,Queta,C,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
9051997,Armoni,,,Brooks,G,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
666647,Daulton,,,Hommes,F,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
3547169,Reggie,,,Perry,F-C,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
666716,Dedric,,,Lawson,F,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
17895865,Charles,,,Matthews,F,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
666808,Zach,,,Norvell Jr.,G,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
666892,Simisola,,,Shittu,F,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
17895875,Aric,,,Holman,C,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
666608,Kyle,,,Guy,G,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
17895876,Kaleb,,,Wesson,F,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
211,George,6.0,3.0,Hill,G,188.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
17895877,Kerwin,,,Roach,G,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
17895878,Zach,,,Hankins,C,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
666598,Hassani,,,Gravett,G,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
666474,Charles,,,Brown,G,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
666827,Tariq,,,Owens,F,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
17895902,Tyler,,,Hall,G,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
17895903,Brandon,,,Randolph,G-F,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
666393,Jalen,,,Adams,G,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
17895906,Trey,,,Phills,G,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
17895907,Stephen,,,Domingo,G,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
6,LaMarcus,6.0,11.0,Aldridge,F,260.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
107,DeMarcus,6.0,11.0,Cousins,C,270.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
40,Marco,6.0,5.0,Belinelli,G-F,210.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
78,Deonte,6.0,5.0,Burton,G,245.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4196799,Andrei,,,Fetisov,F,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
77,Alec,6.0,6.0,Burks,G,214.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
329,Markieff,,,Morris,F,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
11,Justin,6.0,6.0,Anderson,G-F,230.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
10,Al-Farouq,6.0,9.0,Aminu,F,220.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
666401,Kyle,,,Alexander,F,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
17895908,Paul,,,White,F,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
328,Marcus,6.0,9.0,Morris,F,235.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
84,DeMarre,6.0,8.0,Carroll,F,215.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
79,Jimmy,6.0,8.0,Butler,G-F,232.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
17895910,Kenny,,,Williams,G,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
326,E'Twaun,6.0,4.0,Moore,G,191.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
88,Vince,6.0,6.0,Carter,F-G,220.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
37,Bradley,6.0,5.0,Beal,G,207.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
301,Wesley,,,Matthews,G-F,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
94,Tyson,7.0,1.0,Chandler,C,240.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
95,Wilson,6.0,9.0,Chandler,F,225.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
36,Kent,6.0,5.0,Bazemore,G,201.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
17895966,Jalen,,,Green,G,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
17895967,Isaiah,,,Todd,F,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
17895968,Daishen,,,Nix,F,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
2099,Bruno,6.0,9.0,Caboclo,,218.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
17895983,Ayo,,,Dosunmu,G,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
17553994,Davion,,,Mitchell,G,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
17553995,Austin,,,Reaves,G,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
17896048,Cam,,,Thomas,G,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
17896049,David,,,Duke Jr.,G,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
4196800,Rashard,,,Griffith,C,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4196801,Aurelijius,,,Zukauskas,C,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4196802,Abdul,,,Shamsid-Deen,F,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4196824,Sani,,,Becirovic,G,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
17896053,Aaron,,,Henry,G,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
666502,Zylan,,,Cheatham,F,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
17895911,Barry,,,Brown,G,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17895963,Paul,,,Eboua,F,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
7155648,Anthony,,,Lamb,F,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
17895984,Derrick,,,Alston Jr.,F,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
17895988,Jon,,,Teske,C,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17895990,Jordan,,,Ford,G,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
17895991,Jahlil,,,Tripp,F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
17895992,Rayshaun,,,Hammonds,F,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
4196825,Paccelis,,,Morlende,G,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
4196826,Remon,,,Van de Hare,C,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
17553991,Selom,,,Mawugbe,C,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4196827,Nedzad,,,Sinanovic,C,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
4196828,Xue,,,Yuyang,F-C,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
4196832,Albert,,,Miralles,C,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4196833,Viktor,,,Sanikidze,F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4196835,Sergei,,,Lishouk,F,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4196836,Christian,,,Drejer,F,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
4196837,Sergei,,,Karaulov,C,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4196839,Fran,,,Vazquez,F-C,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
4196841,Erazem,,,Lorbek,F,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
4196842,Axel,,,Hervelle,F,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
4196843,Cenk,,,Akyol,G,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
4196850,Lior,,,Eliyahu,F,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
4196852,Vladimir,,,Veremeenko,F,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
17896050,Matt,,,Hurt,F,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
4196965,Izzet,,,Turkyilmaz,F,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
309,Ben,,,McLemore,G,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
389,JJ,6.0,4.0,Redick,G,200.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
17896055,Scottie,,,Barnes,G-F,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
17896058,Trendon,,,Watford,F,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
17896059,Sandro,,,Mamukelashvili,F,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
17896060,Sam,,,Hauser,F,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
17896061,Scottie,,,Lewis,G,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
17896062,Alperen,,,Sengun,F-C,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
